t,x,y
      8.22000000,             NaN,             NaN
      8.23000000,             NaN,             NaN
      8.24000000,             NaN,             NaN
      8.25000000,             NaN,             NaN
      8.26000000,             NaN,             NaN
      8.27000000,             NaN,             NaN
      8.28000000,             NaN,             NaN
      8.29000000,             NaN,             NaN
      8.30000000,             NaN,             NaN
      8.31000000,             NaN,             NaN
      8.32000000,             NaN,             NaN
      8.33000000,             NaN,             NaN
      8.34000000,             NaN,             NaN
      8.35000000,             NaN,             NaN
      8.36000000,             NaN,             NaN
      8.37000000,             NaN,             NaN
      8.38000000,             NaN,             NaN
      8.39000000,             NaN,             NaN
      8.40000000,             NaN,             NaN
      8.41000000,             NaN,             NaN
      8.42000000,             NaN,             NaN
      8.43000000,             NaN,             NaN
      8.44000000,             NaN,             NaN
      8.45000000,             NaN,             NaN
      8.46000000,             NaN,             NaN
      8.47000000,             NaN,             NaN
      8.48000000,             NaN,             NaN
      8.49000000,             NaN,             NaN
      8.50000000,             NaN,             NaN
      8.51000000,             NaN,             NaN
      8.52000000,             NaN,             NaN
      8.53000000,             NaN,             NaN
      8.54000000,             NaN,             NaN
      8.55000000,             NaN,             NaN
      8.56000000,             NaN,             NaN
      8.57000000,             NaN,             NaN
      8.58000000,             NaN,             NaN
      8.59000000,             NaN,             NaN
      8.60000000,             NaN,             NaN
      8.61000000,             NaN,             NaN
      8.62000000,             NaN,             NaN
      8.63000000,             NaN,             NaN
      8.64000000,             NaN,             NaN
      8.65000000,             NaN,             NaN
      8.66000000,             NaN,             NaN
      8.67000000,             NaN,             NaN
      8.68000000,             NaN,             NaN
      8.69000000,             NaN,             NaN
      8.70000000,             NaN,             NaN
      8.71000000,             NaN,             NaN
      8.72000000,             NaN,             NaN
      8.73000000,             NaN,             NaN
      8.74000000,             NaN,             NaN
      8.75000000,             NaN,             NaN
      8.76000000,             NaN,             NaN
      8.77000000,             NaN,             NaN
      8.78000000,             NaN,             NaN
      8.79000000,             NaN,             NaN
      8.80000000,             NaN,             NaN
      8.81000000,             NaN,             NaN
      8.82000000,             NaN,             NaN
